Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Block,Lot,Supervisor District,City Analysis Neighborhood,Planning Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,SSP Acquisition Date,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Building Permit Number,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2020-003,(5) First Construction Document Issued,2260 Mission St,2260,Mission,St,94110,3589,11,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,01/30/2020,06/01/2020,,,06/01/2020,04/30/2021,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,6,6,,100,,4,2,,,,,,,,6,,,,,,,,,,,,,6,,,,,,,,,37.76085,-122.41955,"(37.76085, -122.41955)"
2010-005,(4) Site Work Permit Issued,2340 San Jose (Balboa Park Upper Yard),2340,San Jose,Ave,94112,6973,39,11,Outer Mission,Ocean View,MOHCD,Multifamily Rental Program,,New Construction,Rental,,07/06/2021,01/31/2019,,07/06/2021,12/30/2022,Related California,Mission Housing Development Corporation,Balboa Park Hosuing Partners L.P.,2017-012151PRJ,http://propertymap.sfplanning.org/?search=2017-012151PRJ,"2017-012151ENV,2017-012151GPR,2017-012151PPA",,,201807033677,131,130,1,99,,7,47,61,15,,,13,1,2bd,130,,,,,,39,,,27,62,,5,24,,,12,,,,,,37.72029433,-122.4472781,"(37.720294332, -122.447278135999)"
2015-037,(5) First Construction Document Issued,"941 Mission - ""M-2 Site"" (434 Minna St)",941,Mission,St,94103,3725,"089, 090, 091",6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,08/02/2019,06/02/2020,06/02/2020,07/27/2022,Forest City,,,2018-011363PRJ,http://propertymap.sfplanning.org/?search=2018-011363PRJ,,12/20/2018,On-site BMR Project,201808066535,302,60,242,20,,,,,,,,,,,60,,,,,,,,,,,,,,,12,,,24,,24,,37.78173087,-122.4063091,"(37.781730867, -122.406309112999)"
2015-052,(6) Complete,Dorothy Day Community,54,McAllister,St,94102,349,14,6,Tenderloin,Downtown/Civic Center,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,12/01/2017,05/21/2018,,12/01/2017,02/19/2020,Mercy Housing California,,"Mercy Housing California 75, LP",Not Applicable,,,,,201710110912,100,99,1,99,,26,73,,,,,,1,1bd,,99,,,,,,,,,10,,89,,,,,,,,,,37.78128943,-122.4131731,"(37.781289431, -122.413173133999)"
2013-042,(6) Complete,350 Ellis,350,Ellis,St,94102,324,23,6,Tenderloin,Downtown/Civic Center,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,10/13/2016,11/07/2016,,,11/07/2016,09/30/2019,Tenderloin Neighborhood Development Corporation,,"Ellis 350 Associates, LP",2015-009851PRJ,http://propertymap.sfplanning.org/?search=2015-009851PRJ,2015-009851ENV,,,2015511182921,96,96,,100,,72,24,,,,,5,,,,96,,,,,,,,,96,,,,,,,,,,,,37.78523841,-122.4121244,"(37.785238411, -122.412124448999)"
2014-029,(6) Complete,520 9th,520,9th,St,94103,3526,5,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,02/19/2015,06/22/2015,06/22/2015,09/07/2016,520 9th Street LLC,,,2013.0066,http://propertymap.sfplanning.org/?search=2013.0066,"2013.0066E,2013.0066U,2013.0066V",10/19/2014,Fee Payment,201312124038,12,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77078146,-122.4083233,"(37.770781464, -122.408323326999)"
2012-018,(6) Complete,Natalie Gubb Commons (Transbay Block 7 ),222,Beale,St,94105,3738,18,6,Financial District/South Beach,Financial District,OCII,Multifamily Rental Program,Transbay,New Construction,Rental,,06/15/2016,06/23/2015,01/25/2016,01/25/2016,11/28/2018,Mercy Housing California,,"Mercy Housing California 64, LP",Not Applicable,,,,,201406249199,120,119,1,99,,,53,43,23,,,,1,2bd,119,,,,,,24,,,36,83,,,,,,,,,,,,37.78889258,-122.3938217,"(37.788892583, -122.393821704999)"
2016-076,(5) First Construction Document Issued,390 1st,390,1st,St,94105,3749,58,6,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,05/04/2018,11/28/2018,11/28/2018,06/30/2020,John Kevlin,,,2014.1041,http://propertymap.sfplanning.org/?search=2014.1041,"2014.1041CUA,2014.1041DNX,2014.1041E,2014.1041SHD,2014.1041U",08/04/2016,On-site BMR Project,201601278125,180,24,156,13,,6,8,9,1,,,,,,24,,,,,,,,,,,24,,,,,,,,,,,37.78609148,-122.3934729,"(37.786091477, -122.393472930999)"
2018-033,(3) Design with Entitlements Approved,1245 Folsom,1245,Folsom,St,94103,3756,41,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,07/01/2023,,,10/02/2020,11/26/2022,"Newbs 0168, LLC",,,2015-014148PRJ,http://propertymap.sfplanning.org/?search=2015-014148PRJ,,10/04/2018,On-site BMR Project,,37,7,30,19,,3,1,3,,,,,,,7,,,,,,,,,,,,,1,,,3,,,3,,,37.77418219,-122.4104816,"(37.774182189, -122.410481589999)"
2020-004,(5) First Construction Document Issued,2157 Grove St - Baker Places Grove House,2157,Grove,St,94117,1193,30,5,Haight Ashbury,Haight Ashbury,MOHCD,Small Sites Program,,Rehabilitation,Rental,01/29/2020,08/01/2021,,,08/01/2021,03/31/2022,PRC,,,Not Applicable,,,,,,9,9,,100,9,,,,,,,,,,9,,,,,,,,,,,,,9,,,,,,,,,37.77414,-122.45168,"(37.77414, -122.45168)"
2013-016,(6) Complete,2290 3rd,2290,3rd,St,94107,4059,9,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,07/29/2016,10/25/2018,10/25/2018,12/21/2020,"2290 Dogpatch, LLC",,,2005.0408,http://propertymap.sfplanning.org/?search=2005.0408,"2005.0408E,2005.0408E_3,2005.0408K,2005.0408X",08/08/2013,Fee Payment,201309257711,71,,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.76079825,-122.388902,"(37.76079825, -122.388901957999)"
2017-022,(6) Complete,3353 26th,3353,26th,St,94110,6570,1,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,11/20/2017,01/21/2019,,,01/21/2019,10/30/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,10,10,,100,,3,6,1,,,,,,,10,,,,,,,,,,,,,10,,,,,,,,,37.74886949,-122.4171635,"(37.748869485, -122.417163541999)"
2016-014,(2) Predevelopment Feasibility,Yosemite,480,Eddy,St,94109,334,14,6,Tenderloin,Downtown/Civic Center,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,03/01/2022,,,03/01/2022,07/01/2023,Tenderloin Neighborhood Development Corporation,,Tenderloin Neighborhood Development Corporation,2016-006801PRJ,http://propertymap.sfplanning.org/?search=2016-006801PRJ,2016-006801ENV,,,,32,31,1,97,,30,1,,,,,,1,Studio,31,,,,,,,,8,,23,,,,,,,,,,,,37.78382412,-122.4155041,"(37.783824121, -122.415504098999)"
2018-025,(5) First Construction Document Issued,1394 Harrison St,1394,Harrison,St,94103,3519,17,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,07/20/2018,01/27/2020,01/27/2020,03/22/2022,Realtex Group,,,2014.1213,http://propertymap.sfplanning.org/?search=2014.1213,"2014.1213DRP,2014.1213DRP-02,2014.1213U",05/30/2018,Fee Payment,201508194769,67,,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77190641,-122.4112983,"(37.771906408, -122.411298303999)"
2015-019,(4) Site Work Permit Issued,1000 Mississippi,1000,Mississippi,St,94107,4224,"015, 016, 037, 038, 039, 040",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,04/22/2016,,10/21/2016,06/29/2019,"Heights Properties, LLP",,,2014.1019,http://propertymap.sfplanning.org/?search=2014.1019,"2006.0810,2006.0810C,2006.0810E,2006.0810K,2014.1019C",05/14/2015,On-site BMR Project,200705010141,28,3,25,11,,,,3,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,37.75353119,-122.3942313,"(37.753531192, -122.394231279999)"
2017-017,(6) Complete,719 Larkin,719,Larkin,St,94109,717,"020, 021",6,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,12/20/2017,03/05/2018,03/05/2018,07/15/2019,JS Sullivan Development,,,2015-005329PRJ,http://propertymap.sfplanning.org/?search=2015-005329PRJ,"2015-005329CUA,2015-005329ENV,2015-005329PPA,2015-005329TDM,2015-005329VAR",05/18/2017,On-site BMR Project,201612225735,42,6,36,14,,,6,,,,,,,,6,,,,,,,,,,,,,,6,,,,,,,,37.78454646,-122.4180727,"(37.784546464, -122.418072737999)"
2013-022,(6) Complete,255 Woodside,255,Woodside,Ave,94131,2842,8,7,Twin Peaks,Twin Peaks,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,11/13/2015,12/01/2015,11/19/2015,,12/01/2015,08/25/2017,BRIDGE Housing Corporation,Mission Economic Development Agency,"255 Woodside Housing Associates, LP",2015-003810PRJ,http://propertymap.sfplanning.org/?search=2015-003810PRJ,,,,201503201474,109,108,1,99,,87,21,,,,,6,1,1bd,,108,,,,,,,,,108,,,,,,,,,,,,37.74658239,-122.4552329,"(37.746582387, -122.455232850999)"
2021-007,(3) Design with Entitlements Approved,4712-4720 3rd St,4712-4720,3rd,St,94123,5311,35,10,Bayview Hunters Point,Bayview,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,05/12/2023,07/05/2025,"CTW Home Improvement, Inc",,,2020-003042PRJ,,,05/13/2021,On-site BMR Project,,21,4,17,19,,,2,1,1,,,,,,4,,,,,,,,,,,2,,1,,,,,,,,,37.73544,-122.39086,"(37.73544, -122.39086)"
2016-038,(6) Complete,Washburn Hotel,42,Washburn,St,94103,3509,44,6,South of Market,South of Market,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,01/01/2019,,,01/01/2019,12/30/2020,Conard House,,Conard House Development Corp,Not Applicable,,,,,,22,22,,100,22,,,,,,,6,,,22,,,,,,,,,,,,,22,,,,,,,,,37.77528251,-122.4145904,"(37.775282514, -122.414590425999)"
2015-022,(6) Complete,901 Tennessee,901,Tennessee,St,94107,4108,041-080 (40 parcels),10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,08/01/2017,12/07/2017,12/07/2017,09/29/2020,Mindful Investments LP,,,2013.0321,http://propertymap.sfplanning.org/?search=2013.0321,"2013.0321A,2013.0321CND,2013.0321E,2013.0321U,2013.0321X",05/21/2015,On-site BMR Project,201604285990,44,6,38,14,,,3,2,1,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,37.76022721,-122.3891538,"(37.76022721, -122.389153807999)"
1981-002a,(5) First Construction Document Issued,South Park Scattered Sites - Hotel Madrid,22,South Park,St,94107,3775,48,6,Financial District/South Beach,South of Market,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,06/30/2020,,,06/30/2020,11/29/2021,Mission Housing Development Corporation,,Mission Housing Development Corporation,2019-023173PRL,http://propertymap.sfplanning.org/?search=2019-023173PRL,,,,,44,44,,100,42,2,,,,,,,,,,,,,,,,,40,,4,,,,,,,,,,,,37.7823,-122.39364,"(37.7823, -122.39364)"
2016-001,(7) On-Hold / Planning Approval Expired,111 Jones,111,Jones,St,94102,344,2,6,Tenderloin,Downtown/Civic Center,MOHCD,Bond Financed Multifamily Housing,,Rehabilitation,Rental,,,,,,,Mercy Housing California,,111 Jones Associates,Not Applicable,,,,,,108,108,,100,,8,64,16,20,,,,,,108,,,,,,,,,,,,,108,,,,,,,,,37.78230812,-122.4126319,"(37.782308116, -122.412631916999)"
2019-022,(5) First Construction Document Issued,833 Bryant St,833,Bryant,St,94103,3779,133,6,South of Market,South of Market,MOHCD,Multifamily Rental Program,,New Construction,Rental,,,11/20/2019,03/09/2020,03/09/2020,05/03/2022,Mercy Housing California,,San Francisco Homes for the Homeless No. 1 LLC,2019-000118PRJ,http://propertymap.sfplanning.org/?search=2019-000118PRJ,,10/28/2019,,201902112589,146,145,1,99,,,145,,,,,,1,1bd,145,,,145,,,,,,,145,,,,,,,,,,,,37.775021,-122.403259,"(37.775021, -122.403259)"
2018-007,(3) Design with Entitlements Approved,429 Beale (aka 430 Main),429,Beale,St,94105,3767,"305, 306",6,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,05/22/2020,07/16/2022,"Reuben, Junius & Rose, LLP",,,2014-002033PRJ,http://propertymap.sfplanning.org/?search=2014-002033PRJ,"2014-002033DNX,2014-002033ENV,2014-002033PPA,2014-002033TDM",05/24/2018,On-site BMR Project,,144,19,125,13,,8,3,8,,,,,,,19,,,,,,,,,,,19,,,,,,,,,,,37.78738569,-122.3902208,"(37.78738569, -122.390220828999)"
2017-055,(5) First Construction Document Issued,53 Colton (on-site BMR units for 1629 Market),53,Colton,St,94103,3505,52,6,Mission,South of Market,MOHCD,Multifamily Rental Program,,New Construction,Rental,,10/01/2020,05/18/2020,,10/01/2020,05/31/2022,Community Housing Partnership,Strada Investment Group,"53 Colton, L.P.",2015-005848PRJ,http://propertymap.sfplanning.org/?search=2015-005848PRJ,"2015-005848CUA,2015-005848ENV,2015-005848GPA,2015-005848PCA,2015-005848PPA,2016-005955DVA,2016-005955TDM",10/19/2017,On-site BMR Project,201911127017,96,96,,100,,96,,,,,,10,,,,,,96,,96,,,,,,,96,,,,,,,,,,37.773071,-122.419868,"(37.773071, -122.419868)"
2015-038,(3) Design with Entitlements Approved,525 Harrison,525,Harrison,St,94105,3764,63,6,Financial District/South Beach,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,09/22/2017,11/16/2019,Hines Interests Ltd.,,,2013.0159,http://propertymap.sfplanning.org/?search=2013.0159,"2013.0159E,2013.0159T,2013.0159U,2013.0159X,2013.0159Z",09/24/2015,On-site BMR Project,201406188773,205,25,180,12,,5,9,11,,,,,,,25,,,,,,,,,,,,,,25,,,,,,,,37.78536721,-122.3933593,"(37.785367205, -122.393359322999)"
2011-015,(6) Complete,1296 Shotwell (Casa Adelante),1296,Shotwell,St,94110,6571,51,9,Mission,Mission,MOHCD,Multifamily Rental Program,,New Construction,Rental,,04/30/2018,05/31/2017,05/15/2018,05/15/2018,03/12/2020,Mission Economic Development Agency,Chinatown Community Development Center,"1296 Shotwell Housing, LP",2015-018056PRJ,http://propertymap.sfplanning.org/?search=2015-018056PRJ,"2015-018056AHB,2015-018056ENV,2015-018056PPA",02/14/2017,,201608195545,94,93,1,99,,24,69,,,,,,1,2bd,,93,,22,,10,,,,,93,,,,,,,,,,,,37.74858752,-122.4152034,"(37.748587522, -122.415203444999)"
2013-054,(6) Complete,Canon Kip Community House,705,Natoma,St,94103,3728,7,6,South of Market,South of Market,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,12/14/2016,09/21/2015,12/28/2015,12/28/2015,08/06/2018,Episcopal Community Services,Mercy Housing California,"Canon Kip Associates II, LP",Not Applicable,,,,,201507131250,104,103,1,99,22,81,,,,,,,1,1bd,103,,,103,,,,,,,21,,82,,,,,,,,,,37.77632468,-122.4123094,"(37.776324677, -122.412309401999)"
2007-003,(6) Complete,Eddy & Taylor,210,Taylor,St,94102,331,28,6,Tenderloin,Downtown/Civic Center,MOHCD,Multifamily Rental Program,,New Construction,Rental,,06/06/2017,02/07/2017,06/28/2017,06/28/2017,10/31/2019,Tenderloin Neighborhood Development Corporation,,"Eddy & Taylor Associates, LP",2015-001077PRJ,http://propertymap.sfplanning.org/?search=2015-001077PRJ,2015-001077CUA,,,201602179822,113,112,1,99,,16,14,67,15,,,12,1,2bd,112,,,30,5,30,,35,,,77,,,,,,,,,,,,37.78448652,-122.4106615,"(37.784486516, -122.410661522999)"
2019-007,(3) Design with Entitlements Approved,400-444 Divisadero St; 1048-1062 Oak St,400,Divisadero,St,94117,1216,"004, 017",5,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,05/21/2021,07/15/2023,Genesis CA Development LLC,,,2015-007816PRJ,http://propertymap.sfplanning.org/?search=2015-007816PRJ,,05/23/2019,On-site BMR Project,,184,37,147,20,,18,4,15,,,,,,,37,,,,,,,,,,,23,,7,,,,7,,,,,37.773273,-122.437304,"(37.773273, -122.437304)"
2017-050,(6) Complete,60 28th Street,60,28th,St,94110,6599,10,8,Noe Valley,Bernal Heights,MOHCD,Small Sites Program,,Rehabilitation,Rental,12/15/2017,07/09/2018,,,07/09/2018,10/01/2018,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,6,6,,100,,,4,2,,,,,,,6,,,,,,,,,,,,,6,,,,,,,,,37.74574828,-122.4234398,"(37.745748284, -122.423439768999)"
2013-049,(6) Complete,1601 Larkin,1601,Larkin,St,94109,620,051-077 (27 parcels),3,Russian Hill,Nob Hill,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,04/30/2014,09/05/2014,09/05/2014,12/20/2017,,,,2013.089,http://propertymap.sfplanning.org/?search=2013.0890,"2013.0890C,2013.0890V",10/03/2013,Fee Payment,200412171712,27,,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.79277873,-122.4197635,"(37.79277873, -122.419763490999)"
2020-014,(1) Preliminary Phase,Treasure Island E1.2- HR360/CHP Site,,Address not yet assigned,,94130,,,6,Treasure Island,Treasure Island/YBI,MOHCD,Multifamily Rental Program,,New Construction,Rental,,,,,,,,,,Not Yet Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(0.0, 0.0)"
2020-031,(3) Design with Entitlements Approved,1580 Pacific (2030 Post),1580,Pacific,Ave,94109,573,11,3,Russian Hill,Nob Hill,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,,,12/02/2022,01/25/2025,"JS Pacific Street Partners, LLC",,,2018-008259PRJ,,,12/03/2020,"On-site BMR Project, Fee Payment",,53,9,44,17,,,5,3,1,,,,,,9,,,,,,,,,,,,,5,,,,,,2,,,37.79511,-122.42128,"(37.79511, -122.42128)"
2016-130,(6) Complete,824 Hyde,824,Hyde,St,94109,280,17,3,Nob Hill,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,04/22/2019,,10/21/2019,11/05/2020,,,,2016-010544PRJ,http://propertymap.sfplanning.org/?search=2016-010544PRJ,,03/03/2016,Fee Payment,201805108747,14,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78857857,-122.4165918,"(37.78857857, -122.416591815999)"
2015-056,(6) Complete,1598 Bay,1598,Bay,St,94123,459,034-061 (28 parcels),2,Marina,Marina,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,10/21/2016,12/13/2016,12/13/2016,11/01/2018,Mark Conroe,,,2014-003157PRJ,http://propertymap.sfplanning.org/?search=2014-003157PRJ,"2014-003157CND,2014-003157CUA,2014-003157ENV,2014-003157PPA,2014-003157VAR",12/17/2015,Fee Payment,201512235830,28,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80337067,-122.4330516,"(37.803370671, -122.433051605999)"
2015-005,(6) Complete,"100 Van Ness, Phase II",100,Van Ness,Ave,94102,814,"220, 221",6,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,03/22/2016,,09/20/2016,09/29/2016,,,,2014.0941,http://propertymap.sfplanning.org/?search=2014.0941,2014.0941V,01/14/2015,On-site BMR Project,201410108636,18,2,16,11,,,2,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,37.77672111,-122.4191773,"(37.776721111, -122.419177324999)"
2019-004,(5) First Construction Document Issued,1830 Alemany Blvd (formerly 915 Cayuga Ave),1830,Alemany,Blvd,94112,6954,39,11,Outer Mission,Outer Mission,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,09/16/2019,01/10/2020,01/10/2020,03/05/2022,"SYTS Investments, LLC",,,2016-013850PRJ,http://propertymap.sfplanning.org/?search=2016-013850PRJ,,04/11/2019,On-site BMR Project,201905241706,116,58,58,50,,16,17,21,4,,,,,,58,,,,,,,,,,,11,,12,,35,,,,,,,37.723283,-122.438891,"(37.723283, -122.438891)"
2012-021,(6) Complete,L Seven,1222,Harrison,St,94103,3756,3,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,03/20/2014,09/30/2014,09/30/2014,11/15/2018,Fairfield Residential,,,2007.1035,http://propertymap.sfplanning.org/?search=2007.1035,"2007.1035C,2007.1035E,2007.1035E_3,2007.1035E_5,2007.1035K,2007.1035Q,2007.1035S,2007.1035U",12/06/2012,On-site BMR Project,201307303137,410,62,348,15,,5,32,25,,,,,,,62,,,,,,,,,,,62,,,,,,,,,,,37.7736944,-122.4096669,"(37.773694401, -122.409666875999)"
2019-034,(3) Design with Entitlements Approved,2050 Van Ness / 1675 Pacific,2050,Van Ness,Ave,94109,595,8,3,Russian Hill,Nob Hill,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,07/23/2021,09/16/2023,"Reuben, Junius & Rose, LLP",,2050 Van Ness LLC,2014.1573,http://propertymap.sfplanning.org/?search=2014.1573,,07/25/2019,On-site BMR Project,,63,11,52,17,,,8,2,1,,,,,,11,,,,,,,,,,,6,,2,,,,3,,,,,37.79468,-122.42282,"(37.79468, -122.42282)"
2016-091,(1) Preliminary Phase,"HPSY I, Block 48 (OCII 1)",755,La Salle,Ave,94124,4591D,"123, 133, 134, 135",10,Bayview Hunters Point,Bayview,OCII,Multifamily Rental Program,HP Shipyard Phase 1,New Construction,Rental,,12/31/2023,,,12/31/2023,06/23/2025,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,,18,18,,100,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,18,37.72782172,-122.3743571,"(37.727821721, -122.374357145999)"
2013-009,(6) Complete,388 Fulton (Parcel F),388,Fulton,St,94102,785,061-134 (74 parcels),5,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,11/26/2013,06/06/2014,06/06/2014,08/22/2017,Strada Investment Group,,,2012.0325,http://propertymap.sfplanning.org/?search=2012.0325,"2012.0325C,2012.0325E,2012.0325E_3,2012.0325E_5,2012.0325S,2012.0325U",05/24/2013,On-site BMR Project,201303273113,69,8,61,12,,5,,3,,,,,,,8,,,,,,,,,,,8,,,,,,,,,,,37.77907203,-122.4228797,"(37.7790720260779, -122.422879661819)"
2016-110,(4) Site Work Permit Issued,1270 Mission,1270,Mission,St,94103,3701,21,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,10/17/2019,,04/16/2020,06/10/2022,AGI Avant,,,2014.0926,http://propertymap.sfplanning.org/?search=2014.0926,"2014.0926DNX,2014.0926GPA,2014.0926MAP,2014.0926PCA,2014.0926PPA,2014.0926SHD,2014.0926U,2014.0926VAR",10/27/2016,On-site BMR Project,201611303826,299,64,235,21,,16,33,12,3,,,,,,64,,,,,,,,,,,61,,,3,,,,,,,,37.77680708,-122.4145228,"(37.776807078, -122.414522787999)"
2020-036,(8) Cancelled,2092 3rd St / 600 18th St,2092,3rd,St,94107,3995,7,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,,,01/22/2022,03/17/2024,,,,2014.0168,,,01/24/2020,Fee Payment,,19,,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.76317,-122.38901,"(37.76317, -122.38901)"
2018-028,(5) First Construction Document Issued,NOVO (1145 Polk St),1145,Polk,St,94109,691,1,3,Nob Hill,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,08/29/2018,06/28/2019,06/28/2019,02/26/2021,Dolman Property Development Group,,,2014-001674PRJ,http://propertymap.sfplanning.org/?search=2014-001674PRJ,"2014-001674ENV,2014-001674PPA,2014-001674TDM,2014-001674VAR,2017-015781ENF",08/10/2018,On-site BMR Project,201511203273,54,8,46,15,,8,,,,,,,,,8,,,,,,,,,,,8,,,,,,,,,,,37.78746581,-122.4202984,"(37.787465809, -122.420298389999)"
